Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Date,,,,,,
2018-01-27,11440.700195,11440.700195,11614.900391,10989.200195,11174.900391,7583269888.0
2018-01-28,11786.299805,11786.299805,12040.299805,11475.299805,11475.299805,8350360064.0
2018-01-29,11296.400391,11296.400391,11875.599609,11179.200195,11755.5,7107359744.0
2018-01-30,10106.299805,10106.299805,11307.200195,10036.200195,11306.799805,8637859840.0
2018-01-31,10221.099609,10221.099609,10381.599609,9777.419922,10108.200195,8041160192.0
2018-02-01,9170.540039,9170.540039,10288.799805,8812.280273,10237.299805,9959400448.0
2018-02-02,8830.75,8830.75,9142.280273,7796.490234000001,9142.280273,12726899712.0
2018-02-03,9174.910156,9174.910156,9430.75,8251.629883,8852.120117,7263790080.0
2018-02-04,8277.009766,8277.009766,9334.870117,8031.220215,9175.700195,7073549824.0
2018-02-05,6955.27002,6955.27002,8364.839844,6756.680176000001,8270.540039,9285289984.0
2018-02-06,7754.0,7754.0,7850.700195,6048.259765999999,7051.75,13999800320.0
2018-02-07,7621.299805,7621.299805,8509.110352,7236.790039,7755.490234000001,9169280000.0
2018-02-08,8265.589844,8265.589844,8558.769531,7637.859863,7637.859863,9346750464.0
2018-02-09,8736.980469,8736.980469,8736.980469,7884.709961,8271.839844,6784820224.0
2018-02-10,8621.900391,8621.900391,9122.549805,8295.469727,8720.080078,7780960256.0
2018-02-11,8129.970215,8129.970215,8616.129883,7931.100098000001,8616.129883,6122189824.0
2018-02-12,8926.570313,8926.570313,8985.919922,8141.430176000001,8141.430176000001,6256439808.0
2018-02-13,8598.30957,8598.30957,8958.469727,8455.410156,8926.719727,5696719872.0
2018-02-14,9494.629883,9494.629883,9518.540039,8599.919922,8599.919922,7909819904.0
2018-02-15,10166.400391,10166.400391,10234.799805,9395.580078,9488.320313,9062540288.0
2018-02-16,10233.900391,10233.900391,10324.099609,9824.820313,10135.700195,7296159744.0
2018-02-17,11112.700195,11112.700195,11139.5,10149.400391,10207.5,8660880384.0
2018-02-18,10551.799805,10551.799805,11349.799805,10326.0,11123.400391,8744009728.0
2018-02-19,11225.299805,11225.299805,11273.799805,10513.200195,10552.599609,7652089856.0
2018-02-20,11403.700195,11403.700195,11958.5,11231.799805,11231.799805,9926540288.0
2018-02-21,10690.400391,10690.400391,11418.5,10479.099609,11372.200195,9405339648.0
2018-02-22,10005.0,10005.0,11039.099609,9939.089844,10660.400391,8040079872.0
2018-02-23,10301.099609,10301.099609,10487.299805,9734.55957,9937.070313,7739500032.0
2018-02-24,9813.070313,9813.070313,10597.200195,9546.969727,10287.700195,6917929984.0
2018-02-25,9664.730469,9664.730469,9923.219727,9407.05957,9796.419922,5706939904.0
2018-02-26,10366.700195,10366.700195,10475.0,9501.730469,9669.429688,7287690240.0
2018-02-27,10725.599609,10725.599609,10878.5,10246.099609,10393.900391,6966179840.0
2018-02-28,10397.900391,10397.900391,11089.799805,10393.099609,10687.200195,6936189952.0
2018-03-01,10951.0,10951.0,11052.299805,10352.700195,10385.0,7317279744.0
2018-03-02,11086.400391,11086.400391,11189.0,10850.099609,10977.400391,7620590080.0
2018-03-03,11489.700195,11489.700195,11528.200195,11002.400391,11101.900391,6690570240.0
2018-03-04,11512.599609,11512.599609,11512.599609,11136.099609,11497.400391,6084149760.0
2018-03-05,11573.299805,11573.299805,11704.099609,11443.900391,11532.400391,6468539904.0
2018-03-06,10779.900391,10779.900391,11500.099609,10694.299805,11500.099609,6832169984.0
2018-03-07,9965.570313,9965.570313,10929.5,9692.120117,10803.900391,8797910016.0
2018-03-08,9395.009766,9395.009766,10147.400391,9335.870117,9951.44043,7186089984.0
2018-03-09,9337.549805,9337.549805,9466.349609,8513.030273,9414.69043,8704190464.0
2018-03-10,8866.0,8866.0,9531.320313,8828.469727,9350.589844,5386319872.0
2018-03-11,9578.629883,9578.629883,9711.889648,8607.120117,8852.780273,6296370176.0
2018-03-12,9205.120117,9205.120117,9937.5,8956.429688,9602.929688,6457399808.0
2018-03-13,9194.849609,9194.849609,9470.379883,8958.19043,9173.040039,5991139840.0
2018-03-14,8269.80957,8269.80957,9355.849609,8068.589844,9214.650391,6438230016.0
2018-03-15,8300.860352,8300.860352,8428.349609,7783.049805,8290.759766,6834429952.0
2018-03-16,8338.349609,8338.349609,8585.150391,8005.310059,8322.910156,5289379840.0
2018-03-17,7916.879883,7916.879883,8346.530273,7812.819823999999,8321.910156,4426149888.0
2018-03-18,8223.679688,8223.679688,8245.509766,7397.990234000001,7890.52002,6639190016.0
2018-03-19,8630.650391,8630.650391,8675.870117,8182.399901999999,8344.120117,6729110016.0
2018-03-20,8913.469727,8913.469727,9051.019531,8389.889648,8619.669922,6361789952.0
2018-03-21,8929.280273,8929.280273,9177.370117,8846.330078,8937.480469,6043129856.0
2018-03-22,8728.469727,8728.469727,9100.709961,8564.900391,8939.44043,5530390016.0
2018-03-23,8879.620117,8879.620117,8879.620117,8360.620117,8736.25,5954120192.0
2018-03-24,8668.120117,8668.120117,8996.179688,8665.700195,8901.950195,5664600064.0
2018-03-25,8495.780273,8495.780273,8682.009766,8449.099609,8612.80957,4569880064.0
2018-03-26,8209.400391,8209.400391,8530.080078,7921.430176000001,8498.469727,5921039872.0
2018-03-27,7833.040039,7833.040039,8232.780273,7797.279785,8200.0,5378250240.0
2018-03-28,7954.47998,7954.47998,8122.890137,7809.169922,7836.830078,4935289856.0
2018-03-29,7165.700195,7165.700195,7994.330078,7081.379883,7979.069823999999,6361229824.0
2018-03-30,6890.52002,6890.52002,7276.660156,6683.930176,7171.450195,6289509888.0
2018-03-31,6973.529785,6973.529785,7207.850098000001,6863.52002,6892.47998,4553269760.0
2018-04-01,6844.22998,6844.22998,7060.950195,6526.870117,7003.060059,4532100096.0
2018-04-02,7083.799805,7083.799805,7135.470215,6816.580078,6844.859863,4333440000.0
2018-04-03,7456.109863,7456.109863,7530.939941,7072.490234000001,7102.259765999999,5499700224.0
2018-04-04,6853.839844,6853.839844,7469.879883,6803.879883,7456.410156,4936000000.0
2018-04-05,6811.470215,6811.470215,6933.819823999999,6644.799805,6848.649901999999,5639320064.0
2018-04-06,6636.319824,6636.319824,6857.490234000001,6575.0,6815.959961,3766810112.0
2018-04-07,6911.089844,6911.089844,7050.540039,6630.509765999999,6630.509765999999,3976610048.0
2018-04-08,7023.52002,7023.52002,7111.560059,6919.97998,6919.97998,3652499968.0
2018-04-09,6770.72998,6770.72998,7178.109863,6661.990234000001,7044.319823999999,4894060032.0
2018-04-10,6834.759765999999,6834.759765999999,6872.410156,6704.149902,6795.439941,4272750080.0
2018-04-11,6968.319823999999,6968.319823999999,6968.319823999999,6817.589844,6843.470215,4641889792.0
2018-04-12,7889.25,7889.25,7899.22998,6806.509765999999,6955.379883,8906250240.0
2018-04-13,7895.959961,7895.959961,8183.959961,7758.930176000001,7901.089844,7764460032.0
2018-04-14,7986.240234000001,7986.240234000001,8140.709961,7846.0,7874.669922,5191430144.0
2018-04-15,8329.110352,8329.110352,8338.419922,7999.330078,7999.330078,5244480000.0
2018-04-16,8058.669922,8058.669922,8371.150391,7925.72998,8337.570313,5631309824.0
2018-04-17,7902.089844,7902.089844,8285.959961,7881.720215,8071.660156,6900879872.0
2018-04-18,8163.419922,8163.419922,8197.799805,7886.009765999999,7944.430176000001,6529909760.0
2018-04-19,8294.30957,8294.30957,8298.69043,8138.779785,8159.27002,7063209984.0
2018-04-20,8845.830078,8845.830078,8880.230469,8244.540039,8286.879883,8438110208.0
2018-04-21,8895.580078,8895.580078,8997.570313,8652.150391,8848.790039,7548550144.0
2018-04-22,8802.459961,8802.459961,9001.639648,8779.610352,8925.05957,6629899776.0
2018-04-23,8930.879883,8930.879883,8958.549805,8788.80957,8794.389648,6925190144.0
2018-04-24,9697.5,9697.5,9732.610352,8927.830078,8934.339844,10678800384.0
2018-04-25,8845.740234,8845.740234,9745.320313,8799.839844,9701.030273,11083100160.0
2018-04-26,9281.509766,9281.509766,9281.509766,8727.089844,8867.320313,8970559488.0
2018-04-27,8987.049805,8987.049805,9375.469727,8987.049805,9290.629883,7566289920.0
2018-04-28,9348.480469,9348.480469,9412.089844,8931.990234,8939.269531,7805479936.0
2018-04-29,9419.080078,9419.080078,9531.490234,9193.709961,9346.410156,8853000192.0
2018-04-30,9240.549805,9240.549805,9477.139648,9166.80957,9426.110352,8673920000.0
2018-05-01,9119.009766,9119.009766,9255.879883,8891.049805,9251.469727,7713019904.0
2018-05-02,9235.919922,9235.919922,9256.519531,9015.139648,9104.599609,7558159872.0
2018-05-03,9743.860352,9743.860352,9798.330078,9188.150391,9233.969727,10207299584.0
2018-05-04,9700.759766,9700.759766,9779.200195,9585.959961,9695.5,8217829888.0
2018-05-05,9858.150391,9858.150391,9964.5,9695.120117,9700.280273,7651939840.0
2018-05-06,9654.799805,9654.799805,9940.139648,9465.25,9845.30957,7222280192.0
2018-05-07,9373.009766,9373.009766,9665.849609,9231.530273,9645.669922,7394019840.0
2018-05-08,9234.820313,9234.820313,9462.75,9127.769531,9380.870117,7415869952.0
2018-05-09,9325.179688,9325.179688,9374.759766,9031.620117,9223.730469,7226890240.0
2018-05-10,9043.94043,9043.94043,9396.040039,9040.519531,9325.959961,6906699776.0
2018-05-11,8441.490234,8441.490234,9052.959961,8394.459961,9052.959961,8488520192.0
2018-05-12,8504.889648,8504.889648,8664.860352,8223.5,8441.44043,6821380096.0
2018-05-13,8723.94043,8723.94043,8773.549805,8395.120117,8515.490234,5866379776.0
2018-05-14,8716.790039,8716.790039,8881.120117,8367.969727,8713.099609,7364149760.0
2018-05-15,8510.379883,8510.379883,8836.19043,8456.450195,8705.19043,6705710080.0
2018-05-16,8368.830078,8368.830078,8508.429688,8175.490234000001,8504.410156,6760220160.0
2018-05-17,8094.319823999999,8094.319823999999,8445.540039,8054.120117,8370.049805,5862530048.0
2018-05-18,8250.969727,8250.969727,8274.120117,7974.819823999999,8091.830078,5764190208.0
2018-05-19,8247.179688,8247.179688,8372.05957,8183.350098000001,8255.730469,4712399872.0
2018-05-20,8513.25,8513.25,8562.410156,8205.240234,8246.990234,5191059968.0
2018-05-21,8418.990234,8418.990234,8557.519531,8365.120117,8522.330078,5154990080.0
2018-05-22,8041.779785,8041.779785,8423.25,8004.580078,8419.870117,5137010176.0
2018-05-23,7557.819823999999,7557.819823999999,8054.660156,7507.879883,8037.080078,6491120128.0
2018-05-24,7587.339844,7587.339844,7738.600098000001,7331.140137,7561.120117,6049220096.0
2018-05-25,7480.140137,7480.140137,7659.140137,7392.649901999999,7592.299805,4867829760.0
2018-05-26,7355.879883,7355.879883,7595.160156,7349.120117,7486.47998,4051539968.0
2018-05-27,7368.220215,7368.220215,7381.740234000001,7270.959961,7362.080078,4056519936.0
2018-05-28,7135.990234000001,7135.990234000001,7419.049805,7100.890137,7371.310059,5040600064.0
2018-05-29,7472.589844,7472.589844,7526.419922,7090.680176000001,7129.459961,5662660096.0
2018-05-30,7406.52002,7406.52002,7573.77002,7313.600098000001,7469.72998,4922540032.0
2018-05-31,7494.169922,7494.169922,7608.899901999999,7361.129883,7406.149901999999,5127130112.0
2018-06-01,7541.450195,7541.450195,7604.72998,7407.339844,7500.700195,4921460224.0
2018-06-02,7643.450195,7643.450195,7695.830078,7497.259765999999,7536.720215,4939299840.0
2018-06-03,7720.25,7720.25,7754.890137,7613.040039,7632.089844,4851760128.0
2018-06-04,7514.470215,7514.470215,7753.819823999999,7474.040039,7722.529785,4993169920.0
2018-06-05,7633.759765999999,7633.759765999999,7643.22998,7397.0,7500.899901999999,4961739776.0
2018-06-06,7653.97998,7653.97998,7680.430176000001,7502.009765999999,7625.970215,4692259840.0
2018-06-07,7678.240234000001,7678.240234000001,7741.27002,7650.819823999999,7650.819823999999,4485799936.0
2018-06-08,7624.919922,7624.919922,7698.189941,7558.399901999999,7685.140137,4227579904.0
2018-06-09,7531.97998,7531.97998,7683.580078,7531.97998,7632.52002,3845220096.0
2018-06-10,6786.02002,6786.02002,7499.549805,6709.069824,7499.549805,5804839936.0
2018-06-11,6906.919922,6906.919922,6910.180176000001,6706.629883,6799.290039,4745269760.0
2018-06-12,6582.359863000001,6582.359863000001,6907.959961,6542.080078,6905.819823999999,4654380032.0
2018-06-13,6349.899902,6349.899902,6631.660156,6285.629883,6596.879883,5052349952.0
2018-06-14,6675.350098,6675.350098,6707.140136999999,6334.459961,6342.75,5138710016.0
2018-06-15,6456.580078,6456.580078,6681.080078,6433.870117,6674.080078,3955389952.0
2018-06-16,6550.160156,6550.160156,6592.490234000001,6402.290039,6455.450195,3194170112.0
2018-06-17,6499.27002,6499.27002,6589.109863000001,6499.27002,6545.529785,3104019968.0
2018-06-18,6734.819823999999,6734.819823999999,6781.140137,6446.680176,6510.069824,4039200000.0
2018-06-19,6769.939941,6769.939941,6822.5,6709.919922,6742.390137,4057029888.0
2018-06-20,6776.549805,6776.549805,6821.560059,6611.879883,6770.759765999999,3888640000.0
2018-06-21,6729.740234000001,6729.740234000001,6810.939941,6715.169922,6780.089844,3529129984.0
2018-06-22,6083.689941,6083.689941,6747.080078,6006.600098,6737.879883,5079810048.0
2018-06-23,6162.47998,6162.47998,6224.819824,6071.810059,6090.100098,3431360000.0
2018-06-24,6173.22998,6173.22998,6223.779785,5826.410156,6164.279785,4566909952.0
2018-06-25,6249.180176,6249.180176,6327.370117,6119.680176,6171.970215,5500810240.0
2018-06-26,6093.669922,6093.669922,6290.160156,6093.669922,6253.549805,3279759872.0
2018-06-27,6157.129883,6157.129883,6180.0,6052.850098,6084.399902,3296219904.0
2018-06-28,5903.439941,5903.439941,6170.410156,5873.049805,6153.160156,3467800064.0
2018-06-29,6218.299805,6218.299805,6261.660156,5835.75,5898.129883,3966230016.0
2018-06-30,6404.0,6404.0,6465.509765999999,6214.220215,6214.220215,4543860224.0
2018-07-01,6385.819824,6385.819824,6432.850098,6289.290039,6411.680176,4788259840.0
2018-07-02,6614.180176,6614.180176,6683.859863000001,6305.700195,6380.379883,4396930048.0
2018-07-03,6529.589844,6529.589844,6671.370117,6447.75,6596.660156,4672309760.0
2018-07-04,6597.549805,6597.549805,6771.919922,6450.459961,6550.870117,4176689920.0
2018-07-05,6639.140136999999,6639.140136999999,6749.540039,6546.649902,6599.709961,4999240192.0
2018-07-06,6673.5,6673.5,6700.939941,6533.549805,6638.689941,4313959936.0
2018-07-07,6856.930176000001,6856.930176000001,6863.990234000001,6579.240234000001,6668.709961,3961080064.0
2018-07-08,6773.879883,6773.879883,6885.910156,6747.97998,6857.799805,3386210048.0
2018-07-09,6741.75,6741.75,6838.680176000001,6724.339844,6775.080078,3718129920.0
2018-07-10,6329.950195,6329.950195,6767.740234000001,6320.720215,6739.209961,4052430080.0
2018-07-11,6394.709961,6394.709961,6444.959961,6330.470215,6330.77002,3644859904.0
2018-07-12,6228.810059,6228.810059,6397.100098,6136.419922,6396.779785,3770170112.0
2018-07-13,6238.049805,6238.049805,6310.549805,6192.240234000001,6235.029785,3805400064.0
2018-07-14,6276.120117,6276.120117,6298.189941,6212.220215,6247.5,2923670016.0
2018-07-15,6359.640136999999,6359.640136999999,6403.459961,6256.509765999999,6272.700195,3285459968.0
2018-07-16,6741.75,6741.75,6741.75,6357.009765999999,6357.009765999999,4725799936.0
2018-07-17,7321.040039,7321.040039,7387.240234000001,6684.169922,6739.649901999999,5961950208.0
2018-07-18,7370.779785,7370.779785,7534.990234000001,7280.470215,7315.319823999999,6103410176.0
2018-07-19,7466.859863,7466.859863,7494.459961,7295.459961,7378.200195,5111629824.0
2018-07-20,7354.129883,7354.129883,7594.669922,7323.259765999999,7467.399901999999,4936869888.0
2018-07-21,7419.290039,7419.290039,7437.640137,7262.410156,7352.720215,3726609920.0
2018-07-22,7418.490234000001,7418.490234000001,7537.950195,7383.819823999999,7417.799805,3695460096.0
2018-07-23,7711.109863,7711.109863,7771.5,7409.100098000001,7414.709961,5132480000.0
2018-07-24,8424.269531,8424.269531,8424.269531,7705.5,7716.509765999999,7277689856.0
2018-07-25,8181.390137,8181.390137,8416.870117,8086.359863,8379.660156,5845400064.0
2018-07-26,7951.580078,7951.580078,8290.330078,7878.709961,8176.850098000001,4899089920.0
2018-07-27,8165.009765999999,8165.009765999999,8262.660156,7839.759765999999,7950.399901999999,5195879936.0
2018-07-28,8192.150391,8192.150391,8222.849609,8110.77002,8169.060059,3988750080.0
2018-07-29,8218.459961,8218.459961,8272.259766,8141.180176000001,8205.820313,4107190016.0
2018-07-30,8180.47998,8180.47998,8235.5,7917.5,8221.580078,5551400000.0
2018-07-31,7780.439941,7780.439941,8181.529785,7696.930176000001,8181.200195,5287530000.0
2018-08-01,7624.910156,7624.910156,7769.040039,7504.950195,7769.040039,4797620000.0
2018-08-02,7567.149901999999,7567.149901999999,7712.77002,7523.439941,7634.189941,4214110000.0
2018-08-03,7434.390137,7434.390137,7562.140137,7328.649901999999,7562.140137,4627150000.0
2018-08-04,7032.850098000001,7032.850098000001,7497.490234000001,6984.069823999999,7438.669922,4268390000.0
2018-08-05,7068.47998,7068.47998,7102.77002,6940.700195,7031.080078,3679110000.0
2018-08-06,6951.799805,6951.799805,7166.549805,6890.540039,7062.939941,3925900000.0
2018-08-07,6753.120117,6753.120117,7146.560059,6748.240234000001,6958.319823999999,4682800000.0
2018-08-08,6305.799805,6305.799805,6746.850098000001,6226.220215,6746.850098000001,5064430000.0
2018-08-09,6568.22998,6568.22998,6625.72998,6249.069824,6305.560059,4267040000.0
2018-08-10,6184.709961,6184.709961,6591.259765999999,6124.52002,6571.419922,4528680000.0
2018-08-11,6295.72998,6295.72998,6455.740234000001,6109.029785,6185.790039,4047850000.0
2018-08-12,6322.689941,6322.689941,6409.850098,6237.5,6283.649902,5665250000.0
2018-08-13,6297.569824,6297.569824,6537.049805,6225.720215,6341.359863000001,4083980000.0
2018-08-14,6199.709961,6199.709961,6287.939941,5971.049805,6287.660156,5301700000.0
2018-08-15,6308.52002,6308.52002,6588.490234000001,6221.419922,6221.419922,4895450000.0
2018-08-16,6334.72998,6334.72998,6473.5,6276.410156,6294.22998,4328420000.0
2018-08-17,6580.629883,6580.629883,6582.5,6324.970215,6340.910156,4992990000.0
2018-08-18,6423.759765999999,6423.759765999999,6617.350098,6353.72998,6583.430176,3984520000.0
2018-08-19,6506.069824,6506.069824,6537.97998,6361.549805,6422.569824,3311170000.0
2018-08-20,6308.529785,6308.529785,6536.919922,6297.930176,6500.509765999999,3665100000.0
2018-08-21,6488.759765999999,6488.759765999999,6500.870117,6298.240234000001,6301.069824,3377180000.0
2018-08-22,6376.709961,6376.709961,6816.790039,6310.109863000001,6486.25,4668110000.0
2018-08-23,6534.879883,6534.879883,6546.540039,6371.339844,6371.339844,3426180000.0
2018-08-24,6719.959961,6719.959961,6719.959961,6498.640136999999,6551.52002,4097820000.0
2018-08-25,6763.189941,6763.189941,6789.629883,6700.959961,6719.950195,3312600000.0
2018-08-26,6707.259765999999,6707.259765999999,6774.75,6620.75,6754.640137,3295500000.0
2018-08-27,6884.640137,6884.640137,6884.640137,6689.709961,6710.799805,4019000000.0
2018-08-28,7096.279785,7096.279785,7109.560059,6882.339844,6891.080078,4659940000.0
2018-08-29,7047.160156,7047.160156,7113.299805,6970.819823999999,7091.709961,4145880000.0
2018-08-30,6978.22998,6978.22998,7072.689941,6834.689941,7043.759765999999,4463250000.0
2018-08-31,7037.580078,7037.580078,7057.169922,6920.160156,6973.970215,4495650000.0
2018-09-01,7193.25,7193.25,7242.290039,7038.049805,7044.810059,4116050000.0
2018-09-02,7272.720215,7272.720215,7306.310059,7132.160156,7189.580078,4329540000.0
2018-09-03,7260.060059,7260.060059,7317.939941,7208.149901999999,7279.029785,4087760000.0
2018-09-04,7361.660156,7361.660156,7388.259765999999,7255.439941,7263.0,4273640000.0
2018-09-05,6792.830078,6792.830078,7388.430176000001,6792.830078,7361.459961,5800460000.0
2018-09-06,6529.169922,6529.169922,6755.140137,6404.720215,6755.140137,5523470000.0
2018-09-07,6467.069824,6467.069824,6555.290039,6396.870117,6528.919922,4264680000.0
2018-09-08,6225.97998,6225.97998,6534.25,6197.52002,6460.169922,3835060000.0
2018-09-09,6300.859863000001,6300.859863000001,6446.259765999999,6201.220215,6223.379883,3671890000.0
2018-09-10,6329.700195,6329.700195,6374.97998,6292.759765999999,6301.569824,3714100000.0
2018-09-11,6321.200195,6321.200195,6398.919922,6260.209961,6331.879883,3849910000.0
2018-09-12,6351.799805,6351.799805,6363.870117,6265.089844,6317.009765999999,4064230000.0
2018-09-13,6517.310059,6517.310059,6535.410156,6354.240234000001,6354.240234000001,4210910000.0
2018-09-14,6512.709961,6512.709961,6596.100098,6456.169922,6515.410156,4076220000.0
2018-09-15,6543.200195,6543.200195,6561.720215,6493.549805,6509.399902,3216300000.0
2018-09-16,6517.180176,6517.180176,6544.330078,6460.100098,6536.680176,3273730000.0
2018-09-17,6281.200195,6281.200195,6540.209961,6257.52002,6514.060059,3910780000.0
2018-09-18,6371.299805,6371.299805,6384.180176,6265.709961,6280.910156,4180090000.0
2018-09-19,6398.540039,6398.540039,6448.459961,6208.339844,6371.850098,4431340000.0
2018-09-20,6519.669922,6519.669922,6529.259765999999,6395.950195,6398.850098,4348110000.0
2018-09-21,6734.950195,6734.950195,6794.330078,6496.359863000001,6513.870117,6531940000.0
2018-09-22,6721.97998,6721.97998,6814.560059,6616.799805,6735.049805,4509660000.0
2018-09-23,6710.629883,6710.629883,6766.149901999999,6679.419922,6715.319823999999,4197500000.0
2018-09-24,6595.410156,6595.410156,6713.560059,6580.899902,6704.77002,4177310000.0
2018-09-25,6446.470215,6446.470215,6603.640136999999,6381.859863000001,6603.640136999999,4726180000.0
2018-09-26,6495.0,6495.0,6585.910156,6397.890136999999,6452.790039,4437300000.0
2018-09-27,6676.75,6676.75,6712.100098000001,6464.950195,6495.290039,4606810000.0
2018-09-28,6644.129883,6644.129883,6785.029785,6598.319824,6678.75,5014430000.0
2018-09-29,6601.959961,6601.959961,6643.100098,6511.649902,6643.100098,4363690000.0
2018-09-30,6625.560059,6625.560059,6643.779785,6566.540039,6604.709961,4002280000.0
2018-10-01,6589.620117,6589.620117,6653.299805,6549.080078,6619.850098,4000970000.0
2018-10-02,6556.100098,6556.100098,6611.839844,6537.899902,6593.240234000001,3979260000.0
2018-10-03,6502.589844,6502.589844,6571.459961,6454.029785,6553.859863000001,3887310000.0
2018-10-04,6576.689941,6576.689941,6603.310059,6497.910156,6497.910156,3838410000.0
2018-10-05,6622.47998,6622.47998,6623.620117,6557.410156,6574.149902,3671500000.0
2018-10-06,6588.310059,6588.310059,6628.540039,6577.799805,6622.450195,3259740000.0
2018-10-07,6602.950195,6602.950195,6641.490234000001,6557.040039,6590.680176,3306630000.0
2018-10-08,6652.22998,6652.22998,6675.060059,6576.040039,6600.189941,3979460000.0
2018-10-09,6642.640136999999,6642.640136999999,6661.410156,6606.939941,6653.080078,3580810000.0
2018-10-10,6585.529785,6585.529785,6640.290039,6538.959961,6640.290039,3787650000.0
2018-10-11,6256.240234000001,6256.240234000001,6586.740234000001,6243.740234000001,6586.740234000001,5181640000.0
2018-10-12,6274.580078,6274.580078,6328.5,6236.470215,6239.25,3783500000.0
2018-10-13,6285.990234000001,6285.990234000001,6308.509765999999,6259.810059,6278.080078,3064030000.0
2018-10-14,6290.930176,6290.930176,6363.209961,6280.149902,6288.490234000001,3085320000.0
2018-10-15,6596.540039,6596.540039,6965.060059,6258.680176,6292.640136999999,7370770000.0
2018-10-16,6596.109863000001,6596.109863000001,6673.589844,6571.370117,6601.410156,4074800000.0
2018-10-17,6544.430176,6544.430176,6601.209961,6517.450195,6590.52002,4088420000.0
2018-10-18,6476.709961,6476.709961,6567.540039,6450.040039,6542.330078,3924080000.0
2018-10-19,6465.410156,6465.410156,6493.680176,6445.310059,6478.069824,3578870000.0
2018-10-20,6489.189941,6489.189941,6497.720215,6449.0,6460.919922,3379130000.0
2018-10-21,6482.350098,6482.350098,6556.379883,6476.0,6490.089844,3253610000.0
2018-10-22,6487.160156,6487.160156,6543.799805,6462.97998,6486.049805,3672860000.0
2018-10-23,6475.740234000001,6475.740234000001,6506.009765999999,6451.27002,6472.359863000001,3716150000.0
2018-10-24,6495.839844,6495.839844,6521.990234000001,6468.859863000001,6478.890136999999,3424670000.0
2018-10-25,6476.290039,6476.290039,6504.649902,6447.029785,6484.649902,3230550000.0
2018-10-26,6474.75,6474.75,6498.290039,6449.609863000001,6468.439941,3306050000.0
2018-10-27,6480.379883,6480.379883,6507.410156,6453.529785,6480.839844,3393250000.0
2018-10-28,6486.390136999999,6486.390136999999,6502.279785,6447.910156,6482.660156,3445190000.0
2018-10-29,6332.629883,6332.629883,6503.600098,6306.990234000001,6492.350098,4199910000.0
2018-10-30,6334.27002,6334.27002,6364.990234000001,6310.140136999999,6337.040039,3781100000.0
2018-10-31,6317.609863000001,6317.609863000001,6349.160156,6316.879883,6336.990234000001,4191240000.0
2018-11-01,6377.779785,6377.779785,6547.140136999999,6311.830078,6318.140136999999,3789400000.0
2018-11-02,6388.439941,6388.439941,6396.859863000001,6327.379883,6378.919922,4234870000.0
2018-11-03,6361.259765999999,6361.259765999999,6400.069824,6342.370117,6387.240234000001,3658640000.0
2018-11-04,6376.129883,6376.129883,6388.629883,6294.569824,6365.470215,4390020000.0
2018-11-05,6419.660156,6419.660156,6480.589844,6363.620117,6363.620117,4174800000.0
2018-11-06,6461.009765999999,6461.009765999999,6463.549805,6408.160156,6433.379883,4700040000.0
2018-11-07,6530.140136999999,6530.140136999999,6552.160156,6468.310059,6468.5,4941260000.0
2018-11-08,6453.720215,6453.720215,6536.919922,6438.529785,6522.27002,4665260000.0
2018-11-09,6385.620117,6385.620117,6456.459961,6373.370117,6442.600098,4346820000.0
2018-11-10,6409.220215,6409.220215,6437.279785,6385.310059,6386.129883,3705320000.0
2018-11-11,6411.27002,6411.27002,6423.25,6350.169922,6413.629883,3939060000.0
2018-11-12,6371.27002,6371.27002,6434.209961,6360.470215,6411.759765999999,4295770000.0
2018-11-13,6359.490234000001,6359.490234000001,6395.27002,6342.669922,6373.189941,4503800000.0
2018-11-14,5738.350098,5738.350098,6371.549805,5544.089844,6351.240234000001,7398940000.0
2018-11-15,5648.029785,5648.029785,5774.819824,5358.379883,5736.149902,7032140000.0
2018-11-16,5575.549805,5575.549805,5657.02002,5498.939941,5645.319824,5279320000.0
2018-11-17,5554.330078,5554.330078,5578.580078,5519.560059,5578.580078,4303150000.0
2018-11-18,5623.540039,5623.540039,5653.609863000001,5559.740234000001,5559.740234000001,4159680000.0
2018-11-19,4871.490234000001,4871.490234000001,5620.779785,4842.910156,5620.779785,7039560000.0
2018-11-20,4451.870117,4451.870117,4951.609863000001,4272.109863000001,4863.930176,8428290000.0
2018-11-21,4602.169922,4602.169922,4675.72998,4343.97998,4465.540039,6120120000.0
2018-11-22,4365.939941,4365.939941,4629.640136999999,4365.640136999999,4611.569824,4569370000.0
2018-11-23,4347.109863000001,4347.109863000001,4396.419922,4195.680176,4360.700195,4871490000.0
2018-11-24,3880.76001,3880.76001,4413.089844,3795.1599119999996,4347.689941,4679500000.0
2018-11-25,4009.969971,4009.969971,4120.870117,3585.0600590000004,3880.780029,6825640000.0
2018-11-26,3779.1298829999996,3779.1298829999996,4107.140136999999,3643.919922,4015.070068,6476900000.0
2018-11-27,3820.719971,3820.719971,3862.959961,3661.01001,3765.9499509999996,5998720000.0
2018-11-28,4257.419922,4257.419922,4385.899902,3822.469971,3822.469971,7280280000.0
2018-11-29,4278.84668,4278.84668,4413.020508,4145.765136999999,4269.004395,6503347767.0
2018-11-30,4017.2685549999997,4017.2685549999997,4322.976563,3942.822021,4289.088867,6048016717.0
